player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year
Andre Baccellia,47901,WR,ARZ,1,0,1,60.4,100.0,4,57.1,4,60.5,0,100.0,7,7,60.0,100.0,2,28.6,2,2,2022
Trent Sherfield,48021,WR,MIA,1,0,17,60.0,100.0,1,14.3,1,78.5,0,100.0,7,7,60.4,100.0,5,71.4,5,2,2022
Shi Smith,61643,WR,CAR,1,0,5,59.8,100.0,6,85.7,6,58.8,0,100.0,7,7,59.3,100.0,1,14.3,1,2,2022
Phil Haynes,29244,G,SEA,1,0,29,59.1,100.0,2,28.6,2,47.7,0,100.0,7,7,47.4,100.0,4,57.1,4,2,2022
Chris Conley,9509,WR,HST,1,0,13,59.8,100.0,3,42.9,3,59.3,0,100.0,7,7,60.1,100.0,3,42.9,3,2,2022
Demarcus Robinson,10760,WR,BLT,1,0,3,59.3,100.0,2,28.6,2,58.4,0,100.0,7,7,59.7,100.0,3,42.9,3,2,2022
Jeff Wilson Jr.,29413,HB,SF,1,0,28,60.0,25.0,2,28.6,8,58.2,0,26.9,7,26,60.0,13.3,2,28.6,15,2,2022
Gunner Olszewski,95015,WR,PIT,1,0,25,60.0,100.0,1,14.3,1,52.0,0,87.5,7,8,51.8,100.0,5,71.4,5,2,2022
David Bell,97989,WR,CLV,1,0,8,59.9,100.0,3,42.9,3,59.8,0,100.0,7,7,60.0,100.0,1,14.3,1,2,2022
Jesse James,9593,TE,CLV,1,0,8,50.6,100.0,3,42.9,3,42.9,0,100.0,7,7,60.1,100.0,2,28.6,2,2,2022
Kylen Granson,40630,TE,IND,1,0,14,60.0,100.0,1,14.3,1,54.0,0,100.0,7,7,53.8,100.0,5,71.4,5,2,2022
Olamide Zaccheaus,44920,WR,ATL,1,0,2,59.9,100.0,3,42.9,3,57.0,0,100.0,7,7,56.9,100.0,4,57.1,4,2,2022
Shane Zylstra,143786,TE,DET,1,0,11,52.7,100.0,2,28.6,2,49.2,0,100.0,7,7,58.0,100.0,3,42.9,3,2,2022
Noah Fant,42388,TE,SEA,1,0,29,50.8,100.0,3,42.9,3,53.7,0,100.0,7,7,60.2,100.0,4,57.1,4,2,2022
Damien Lewis,81532,G,SEA,1,0,29,58.4,100.0,3,42.9,3,39.0,0,100.0,7,7,39.1,100.0,3,42.9,3,2,2022
Cordarrelle Patterson,7810,HB,ATL,1,0,2,57.8,62.5,5,83.3,8,58.4,0,33.3,6,18,60.0,10.0,1,16.7,10,2,2022
Johnny Mundt,12206,TE,MIN,1,0,18,56.9,100.0,3,50.0,3,67.3,0,100.0,6,6,63.1,100.0,2,33.3,2,2,2022
Justin Watson,66915,WR,KC,1,0,16,54.5,100.0,2,33.3,2,54.5,0,100.0,6,6,60.0,100.0,3,50.0,3,2,2022
Bryan Edwards,28486,WR,ATL,1,0,2,,,0,0.0,0,60.7,0,100.0,6,6,60.7,100.0,6,100.0,6,2,2022
John Bates,42275,TE,WAS,1,0,32,59.2,100.0,1,16.7,1,59.0,0,100.0,6,6,84.3,100.0,4,66.7,4,2,2022
Richard Rodgers,8733,TE,LAC,1,0,27,51.8,100.0,2,33.3,2,54.6,0,100.0,6,6,60.1,100.0,4,66.7,4,2,2022
Mike Davis,9559,HB,BLT,1,0,3,59.8,42.9,3,50.0,7,40.0,0,54.5,6,11,,0.0,0,0.0,1,2,2022
Matt Nelson,48584,T,DET,1,0,11,47.0,100.0,6,100.0,6,47.0,0,100.0,6,6,,,0,0.0,0,2,2022
Ashton Dulin,91479,WR,IND,1,0,14,74.3,100.0,2,33.3,2,84.6,0,85.7,6,7,60.0,100.0,4,66.7,4,2,2022
D'Ante Smith,41497,T,CIN,1,0,7,58.9,100.0,3,50.0,3,51.8,0,100.0,6,6,51.1,100.0,3,50.0,3,2,2022
Jaelon Darden,61522,WR,TB,1,0,30,60.0,100.0,1,16.7,1,60.6,1,100.0,6,6,60.0,100.0,3,50.0,3,2,2022
River Cracraft,47417,WR,MIA,1,0,17,60.0,100.0,1,16.7,1,53.7,0,100.0,6,6,53.8,100.0,4,66.7,4,2,2022
Jalen Guyton,34164,WR,LAC,1,0,27,60.0,100.0,1,20.0,1,79.8,0,100.0,5,5,58.0,100.0,4,80.0,4,2,2022
Rhamondre Stevenson,98689,HB,NE,1,0,19,60.0,16.7,1,20.0,6,59.9,0,35.7,5,14,,0.0,0,0.0,3,2,2022
David Montgomery,45719,HB,CHI,1,0,6,60.0,20.0,1,20.0,5,60.0,0,25.0,5,20,60.0,26.7,4,80.0,15,2,2022
Adam Prentice,35639,FB,NO,1,0,20,57.7,100.0,3,60.0,3,56.9,0,100.0,5,5,59.2,100.0,2,40.0,2,2,2022
Quintez Cephus,29614,WR,DET,1,0,11,60.0,100.0,1,20.0,1,59.4,0,100.0,5,5,,,0,0.0,0,2,2022
K.J. Osborn,23503,WR,MIN,1,0,18,60.0,100.0,3,60.0,3,59.1,0,100.0,5,5,60.0,100.0,2,40.0,2,2,2022
Jeff Smith,48055,WR,NYJ,1,0,22,60.0,100.0,2,40.0,2,60.6,0,100.0,5,5,60.1,100.0,3,60.0,3,2,2022
Aaron Jones,11937,HB,GB,1,0,12,60.0,12.5,1,20.0,8,61.0,0,25.0,5,20,60.6,33.3,4,80.0,12,2,2022
A.J. Dillon,57165,HB,GB,1,0,12,60.0,25.0,2,40.0,8,70.8,0,20.8,5,24,60.0,7.1,1,20.0,14,2,2022
Zander Horvath,57384,FB,LAC,1,0,27,67.8,100.0,2,40.0,2,67.2,0,100.0,5,5,60.0,100.0,1,20.0,1,2,2022
Michael Burton,9601,FB,KC,1,0,16,58.8,100.0,2,40.0,2,58.9,0,83.3,5,6,60.0,100.0,1,20.0,1,2,2022
Maxx Williams,9488,TE,ARZ,1,0,1,57.7,100.0,4,80.0,4,57.8,0,100.0,5,5,60.0,100.0,1,20.0,1,2,2022
Troy Hairston II,65088,FB,HST,1,0,13,58.7,100.0,2,40.0,2,57.4,0,100.0,5,5,58.8,100.0,2,40.0,2,2,2022
Tommy Tremble,84025,TE,CAR,1,0,5,59.7,100.0,1,20.0,1,59.9,0,100.0,5,5,60.5,100.0,4,80.0,4,2,2022
Marquise Goodwin,7859,WR,SEA,1,0,29,59.1,100.0,2,40.0,2,58.6,0,100.0,5,5,60.0,100.0,2,40.0,2,2,2022
Garrett Wilson,97405,WR,NYJ,1,0,22,60.0,100.0,2,40.0,2,60.1,0,83.3,5,6,60.0,100.0,2,40.0,2,2,2022
Miles Sanders,40555,HB,PHI,1,0,24,59.6,25.0,2,40.0,8,59.3,0,22.7,5,22,60.1,18.2,2,40.0,11,2,2022
Brycen Hopkins,47338,TE,LA,1,0,26,59.0,100.0,3,75.0,3,50.6,0,100.0,4,4,60.0,100.0,1,25.0,1,2,2022
Danny Gray,121926,WR,SF,1,0,28,60.0,100.0,2,50.0,2,60.4,0,100.0,4,4,60.0,100.0,2,50.0,2,2,2022
Tanner Hudson,66924,TE,NYG,1,0,21,60.0,100.0,1,25.0,1,60.0,0,100.0,4,4,60.0,100.0,1,25.0,1,2,2022
Daniel Faalele,81734,T,BLT,1,0,3,60.2,100.0,3,75.0,3,59.9,0,100.0,4,4,,,0,0.0,0,2,2022
Joshua Ezeudu,77355,G,NYG,1,0,21,,,0,0.0,0,30.0,0,100.0,4,4,30.0,100.0,4,100.0,4,2,2022
Colby Parkinson,52266,TE,SEA,1,0,29,60.0,100.0,1,25.0,1,72.8,0,100.0,4,4,59.9,100.0,2,50.0,2,2,2022
Deonte Harty,91470,WR,NO,1,0,20,60.0,100.0,4,100.0,4,60.0,0,100.0,4,4,,,0,0.0,0,2,2022
Richie James Jr.,28991,WR,NYG,1,0,21,,,0,0.0,0,59.7,0,100.0,4,4,59.9,100.0,2,50.0,2,2,2022
Terrace Marshall Jr.,84271,WR,CAR,1,0,5,60.0,100.0,1,25.0,1,84.8,0,100.0,4,4,83.7,100.0,3,75.0,3,2,2022
Drew Sample,47259,TE,CIN,1,0,7,60.0,100.0,1,25.0,1,56.3,0,100.0,4,4,60.0,100.0,2,50.0,2,2,2022
Isaiah Likely,83955,TE,BLT,1,0,3,56.9,100.0,4,100.0,4,56.9,0,100.0,4,4,,,0,0.0,0,2,2022
James Cook,83666,HB,BUF,1,0,4,60.0,11.1,1,25.0,9,59.9,0,26.7,4,15,60.0,25.0,1,25.0,4,2,2022
Connor Heyward,57301,TE,PIT,1,0,25,59.8,100.0,1,25.0,1,59.8,0,100.0,4,4,60.3,100.0,3,75.0,3,2,2022
Tyrion Davis-Price,99169,HB,SF,1,0,28,60.0,40.0,2,50.0,5,60.0,0,21.1,4,19,,0.0,0,0.0,12,2,2022
Mitch Morse,9482,C,BUF,1,0,4,58.5,100.0,2,50.0,2,51.2,0,100.0,4,4,60.0,100.0,1,25.0,1,2,2022
Montrell Washington,64310,WR,DEN,1,0,10,55.0,100.0,2,50.0,2,53.0,0,80.0,4,5,59.6,100.0,2,50.0,2,2,2022
Nelson Agholor,9453,WR,NE,1,0,19,60.0,100.0,2,50.0,2,59.6,0,100.0,4,4,,,0,0.0,0,2,2022
Thayer Munford,59994,T,LV,1,0,23,47.1,100.0,2,66.7,2,35.4,1,100.0,3,3,,,0,0.0,0,2,2022
Anthony Firkser,51837,TE,ATL,1,0,2,60.0,100.0,1,33.3,1,60.0,0,100.0,3,3,60.0,100.0,2,66.7,2,2,2022
Nick Chubb,45783,HB,CLV,1,0,8,,0.0,0,0.0,10,60.0,0,14.3,3,21,,0.0,0,0.0,4,2,2022
Kyle Philips,84463,WR,TEN,1,0,31,59.7,100.0,1,33.3,1,59.1,0,100.0,3,3,60.0,100.0,1,33.3,1,2,2022
Avery Williams,42873,HB,ATL,1,0,2,,,0,0.0,0,59.8,0,100.0,3,3,59.8,100.0,3,100.0,3,2,2022
Jerry Jeudy,61103,WR,DEN,1,0,10,60.0,100.0,1,33.3,1,58.7,0,75.0,3,4,58.9,100.0,2,66.7,2,2,2022
Bobby Evans,36800,T,LA,1,0,26,50.2,100.0,3,100.0,3,50.2,0,100.0,3,3,,,0,0.0,0,2,2022
Stanley Morgan Jr.,48110,WR,CIN,1,0,7,60.0,100.0,1,33.3,1,60.0,0,100.0,3,3,60.0,100.0,1,33.3,1,2,2022
James Robinson,22425,HB,JAX,1,0,15,,0.0,0,0.0,7,60.0,0,10.7,3,28,60.0,5.3,1,33.3,19,2,2022
Tory Carter,57063,FB,TEN,1,0,31,50.9,100.0,2,66.7,2,49.4,0,100.0,3,3,60.0,100.0,1,33.3,1,2,2022
Leonard Fournette,11759,HB,TB,1,0,30,,0.0,0,0.0,14,44.8,0,11.1,3,27,60.0,9.1,1,33.3,11,2,2022
Pierre Strong Jr.,66619,HB,NE,1,0,19,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0,2,2022
Kalif Raymond,11028,WR,DET,1,0,11,60.0,100.0,3,100.0,3,60.0,0,100.0,3,3,,,0,0.0,0,2,2022
Matthew Slater,4467,WR,NE,1,0,19,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0,2,2022
Jerick McKinnon,8731,HB,KC,1,0,16,,0.0,0,0.0,1,60.0,0,42.9,3,7,60.0,25.0,1,33.3,4,2,2022
Braxton Berrios,47961,WR,NYJ,1,0,22,,,0,0.0,0,32.5,0,60.0,3,5,59.7,100.0,1,33.3,1,2,2022
Darrel Williams,13014,HB,ARZ,1,0,1,60.0,16.7,1,33.3,6,60.0,0,27.3,3,11,,0.0,0,0.0,3,2,2022
Brevin Jordan,77887,TE,HST,1,0,13,59.6,100.0,2,66.7,2,59.5,0,100.0,3,3,60.0,100.0,1,33.3,1,2,2022
KaVontae Turpin,47658,WR,DAL,1,0,9,,,0,0.0,0,60.5,0,75.0,3,4,60.5,100.0,3,100.0,3,2,2022
Javonte Williams,77803,HB,DEN,1,0,10,,0.0,0,0.0,9,60.0,0,15.8,3,19,,0.0,0,0.0,7,2,2022
Irv Smith Jr.,42060,TE,MIN,1,0,18,48.4,100.0,2,66.7,2,48.1,0,100.0,3,3,,,0,0.0,0,2,2022
Craig Reynolds,94383,HB,DET,1,0,11,,0.0,0,0.0,1,60.0,0,50.0,3,6,,0.0,0,0.0,2,2,2022
Ezekiel Elliott,10638,HB,DAL,1,0,9,,0.0,0,0.0,4,66.3,0,16.7,3,18,60.0,8.3,1,33.3,12,2,2022
Peyton Hendershot,60915,TE,DAL,1,0,9,60.0,100.0,1,33.3,1,59.2,0,100.0,3,3,60.0,100.0,2,66.7,2,2,2022
Eno Benjamin,57136,HB,ARZ,1,0,1,60.0,33.3,2,66.7,6,60.0,0,25.0,3,12,,0.0,0,0.0,3,2,2022
Nick Foles,7089,QB,IND,1,0,14,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2,2,2022
Travis Etienne,57185,HB,JAX,1,0,15,,0.0,0,0.0,5,60.0,0,20.0,2,10,60.0,25.0,1,50.0,4,2,2022
Najee Harris,57121,HB,PIT,1,0,25,,0.0,0,0.0,4,60.0,0,11.8,2,17,,0.0,0,0.0,10,2,2022
Jelani Woods,60509,TE,IND,1,0,14,,,0,0.0,0,59.6,0,100.0,2,2,60.0,100.0,1,50.0,1,2,2022
Joe Mixon,11803,HB,CIN,1,0,7,,0.0,0,0.0,8,60.0,0,9.1,2,22,,0.0,0,0.0,11,2,2022
Jamal Agnew,11920,WR,JAX,1,0,15,60.0,100.0,1,50.0,1,60.0,0,50.0,2,4,60.0,100.0,1,50.0,1,2,2022
Jamison Crowder,9538,WR,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1,2,2022
Tylan Wallace,61577,WR,BLT,1,0,3,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2,2,2022
Luke Farrell,42353,TE,JAX,1,0,15,59.8,100.0,2,100.0,2,59.8,0,100.0,2,2,,,0,0.0,0,2,2022
Trevon Wesco,42018,TE,CHI,1,0,6,,,0,0.0,0,68.5,0,100.0,2,2,68.5,100.0,2,100.0,2,2,2022
Melvin Gordon III,9448,HB,DEN,1,0,10,,0.0,0,0.0,2,60.0,1,16.7,2,12,,0.0,0,0.0,8,2,2022
Cam Sims,47908,WR,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2,2,2022
Bernhard Raimann,77948,T,IND,1,0,14,,,0,0.0,0,55.8,0,100.0,2,2,55.8,100.0,2,100.0,2,2,2022
Matt Breida,12271,HB,NYG,1,0,21,60.0,100.0,1,50.0,1,60.0,0,66.7,2,3,,0.0,0,0.0,1,2,2022
Dameon Pierce,83659,HB,HST,1,0,13,,0.0,0,0.0,7,60.0,0,11.1,2,18,60.0,18.2,2,100.0,11,2,2022
Hassan Haskins,83701,HB,TEN,1,0,31,,0.0,0,0.0,2,60.0,0,16.7,2,12,60.0,20.0,2,100.0,10,2,2022
Nick Allegretti,39268,G,KC,1,0,16,60.0,100.0,1,50.0,1,66.3,0,100.0,2,2,,,0,0.0,0,2,2022
Rashaad Penny,27414,HB,SEA,1,0,29,60.0,33.3,1,50.0,3,60.0,0,25.0,2,8,,0.0,0,0.0,4,2,2022
Ben Ellefson,27766,TE,MIN,1,0,18,60.0,100.0,1,50.0,1,67.1,0,100.0,2,2,60.0,100.0,1,50.0,1,2,2022
Colton McKivitz,29314,T,SF,1,0,28,,,0,0.0,0,59.8,0,100.0,2,2,60.0,100.0,1,50.0,1,2,2022
Dillon Radunz,30551,T,TEN,1,0,31,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0,2,2022
Mike Boone,31615,HB,DEN,1,0,10,,,0,0.0,0,59.2,0,100.0,2,2,60.0,100.0,1,50.0,1,2,2022
Jeff Driskel,10841,QB,HST,1,0,13,,,0,0.0,0,60.0,0,66.7,2,3,60.0,66.7,2,100.0,3,2,2022
Justice Hill,45865,HB,BLT,1,0,3,59.8,50.0,2,100.0,4,59.8,0,40.0,2,5,,0.0,0,0.0,1,2,2022
Joe Fortson,94384,TE,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0,2,2022
Travis Homer,45859,HB,SEA,1,0,29,60.0,100.0,2,100.0,2,60.0,0,50.0,2,4,,0.0,0,0.0,1,2,2022
Skyy Moore,97116,WR,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0,2,2022
Breece Hall,97636,HB,NYJ,1,0,22,60.0,20.0,1,50.0,5,60.0,0,22.2,2,9,,0.0,0,0.0,1,2,2022
Chase Edmonds,45851,HB,MIA,1,0,17,,0.0,0,0.0,2,60.0,0,28.6,2,7,,0.0,0,0.0,2,2,2022
Saquon Barkley,45791,HB,NYG,1,0,21,,0.0,0,0.0,13,60.0,0,8.7,2,23,,0.0,0,0.0,7,2,2022
Devery Hamilton,40636,T,NYG,1,0,21,60.0,100.0,1,50.0,1,59.8,0,100.0,2,2,,,0,0.0,0,2,2022
Antonio Williams,40197,HB,NYG,1,0,21,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0,2,2022
Dennis Houston,61295,WR,DAL,1,0,9,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Chase Daniel,5214,QB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Noah Togiai,47282,TE,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Jonathan Taylor,57488,HB,IND,1,0,14,,0.0,0,0.0,2,60.0,0,9.1,1,11,,0.0,0,0.0,8,2,2022
Joshua Kelley,13750,HB,LAC,1,0,27,,,0,0.0,0,60.0,0,20.0,1,5,,0.0,0,0.0,4,2,2022
Boston Scott,39462,HB,PHI,1,0,24,,0.0,0,0.0,1,60.0,0,20.0,1,5,60.0,33.3,1,100.0,3,2,2022
Nick Scott,49012,S,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Amari Rodgers,61212,WR,GB,1,0,12,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Darius Slayton,25578,WR,NYG,1,0,21,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Josh Jones,26634,T,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Rachaad White,131633,HB,TB,1,0,30,,0.0,0,0.0,1,60.0,0,33.3,1,3,,0.0,0,0.0,1,2,2022
Derrick Henry,10679,HB,TEN,1,0,31,,0.0,0,0.0,9,60.0,0,7.1,1,14,,0.0,0,0.0,4,2,2022
Sony Michel,27589,HB,LAC,1,0,27,,0.0,0,0.0,1,60.0,0,20.0,1,5,,0.0,0,0.0,3,2,2022
Jake Gervase,49103,LB,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Charlie Heck,36501,T,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Christian Rozeboom,49862,LB,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
J.D. McKissic,11047,HB,WAS,1,0,32,,,0,0.0,0,60.0,0,25.0,1,4,,0.0,0,0.0,3,2,2022
D'Wayne Eskridge,29573,WR,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Dalvin Cook,11796,HB,MIN,1,0,18,,0.0,0,0.0,3,60.0,0,14.3,1,7,,0.0,0,0.0,3,2,2022
Simi Fehoko,84424,WR,DAL,1,0,9,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Luke Gifford,50675,LB,DAL,1,0,9,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Terrell Burgess,45255,S,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Tremayne Anchrum,41813,G,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Jacob Harris,34255,WR,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Nick Bellore,6515,LB,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Jesper Horsted,91465,TE,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Raheem Mostert,9783,HB,MIA,1,0,17,,0.0,0,0.0,3,60.0,0,8.3,1,12,,0.0,0,0.0,6,2,2022
Kenny Yeboah,42196,TE,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Matt Orzech,94369,LS,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Kaylon Geiger,102929,WR,TB,1,0,30,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Clyde Edwards-Helaire,57279,HB,KC,1,0,16,,0.0,0,0.0,3,60.0,0,11.1,1,9,,0.0,0,0.0,5,2,2022
Christian McCaffrey,11763,HB,CAR,1,0,5,,0.0,0,0.0,7,60.0,0,6.3,1,16,60.0,11.1,1,100.0,9,2,2022
Michael Hoecht,108840,DI,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Kenneth Walker III,97199,HB,SEA,1,0,29,60.0,50.0,1,100.0,2,60.0,0,20.0,1,5,,0.0,0,0.0,2,2,2022
DeeJay Dallas,55632,HB,SEA,1,0,29,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Kenneth Gainwell,77737,HB,PHI,1,0,24,,,0,0.0,0,60.0,0,33.3,1,3,,0.0,0,0.0,2,2,2022
Cornelius Lucas,9025,T,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Jared Bernhardt,156149,WR,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Jake Hummel,57879,LB,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Tutu Atwell,77965,WR,LA,1,0,26,,,0,0.0,0,59.7,0,100.0,1,1,59.7,100.0,1,100.0,1,2,2022
Antonio Gibson,78050,HB,WAS,1,0,32,,0.0,0,0.0,3,60.0,0,6.7,1,15,,0.0,0,0.0,11,2,2022
Ernest Jones,81399,LB,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Kendrick Bourne,12270,WR,NE,1,0,19,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
C.J. Ham,11347,FB,MIN,1,0,18,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Trey McBride,75916,TE,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Dare Ogunbowale,12329,HB,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Jalen Reagor,61697,WR,MIN,1,0,18,60.0,100.0,1,100.0,1,60.0,0,50.0,1,2,,,0,0.0,0,2,2022
Brandon Powell,48036,WR,LA,1,0,26,,,0,0.0,0,60.0,0,50.0,1,2,60.0,100.0,1,100.0,1,2,2022
Cedrick Wilson,48170,WR,MIA,1,0,17,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1,2,2022
Jamaal Williams,11889,HB,DET,1,0,11,,0.0,0,0.0,11,60.0,0,7.7,1,13,,0.0,0,0.0,1,2,2022
Tyler Allgeier,83639,HB,ATL,1,0,2,,0.0,0,0.0,4,60.0,0,9.1,1,11,60.0,14.3,1,100.0,7,2,2022
Jake Funk,45835,HB,LA,1,0,26,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0,2,2022
Zamir White,83665,HB,LV,1,0,23,,0.0,0,0.0,2,60.0,0,25.0,1,4,,,0,0.0,0,2,2022
Samaje Perine,11869,HB,CIN,1,0,7,,,0,0.0,0,60.0,0,50.0,1,2,,0.0,0,0.0,1,2,2022
Mark Ingram II,6180,HB,NO,1,0,20,60.0,25.0,1,100.0,4,60.0,0,9.1,1,11,,0.0,0,0.0,7,2,2022
Joel Bitonio,8670,G,CLV,1,0,8,59.8,100.0,20,52.6,20,71.0,0,100.0,38,38,73.5,100.0,14,36.8,14,3,2022
Jack Conklin,10642,T,CLV,1,0,8,59.2,100.0,20,52.6,20,68.4,0,100.0,38,38,77.8,100.0,14,36.8,14,3,2022
Ethan Pocic,11813,C,CLV,1,0,8,62.7,100.0,20,52.6,20,74.0,0,100.0,38,38,81.1,100.0,14,36.8,14,3,2022
Wyatt Teller,46131,G,CLV,1,0,8,81.7,100.0,20,52.6,20,80.6,0,100.0,38,38,72.9,100.0,14,36.8,14,3,2022
Cody Whitehair,10690,G,CHI,1,0,6,54.2,100.0,17,45.9,17,82.8,0,100.0,37,37,92.1,100.0,14,37.8,14,3,2022
Sam Mustipher,13026,C,CHI,1,0,6,73.6,100.0,17,45.9,17,72.6,0,100.0,37,37,60.8,100.0,14,37.8,14,3,2022
Braxton Jones,60092,T,CHI,1,0,6,85.7,100.0,17,45.9,17,73.2,0,100.0,37,37,55.9,100.0,14,37.8,14,3,2022
Larry Borom,59879,T,CHI,1,0,6,57.9,100.0,17,45.9,17,59.3,0,100.0,37,37,61.0,100.0,14,37.8,14,3,2022
Jedrick Wills Jr.,58467,T,CLV,1,0,8,45.3,100.0,20,55.6,20,58.0,0,100.0,36,36,72.4,100.0,13,36.1,13,3,2022
Jawaan Taylor,41665,T,JAX,1,0,15,39.3,100.0,13,37.1,13,47.6,0,100.0,35,35,55.9,100.0,15,42.9,15,3,2022
Ben Bartch,84236,G,JAX,1,0,15,60.9,100.0,13,37.1,13,61.2,0,100.0,35,35,54.0,100.0,15,42.9,15,3,2022
Luke Fortner,42028,C,JAX,1,0,15,56.8,100.0,13,37.1,13,60.2,0,100.0,35,35,57.8,100.0,15,42.9,15,3,2022
Donovan Peoples-Jones,61439,WR,CLV,1,0,8,67.0,100.0,18,51.4,18,57.8,0,100.0,35,35,50.2,100.0,14,40.0,14,3,2022
Jacoby Brissett,10725,QB,CLV,1,0,8,60.0,100.0,20,57.1,20,60.0,0,92.1,35,38,60.0,100.0,14,40.0,14,3,2022
Darnell Mooney,48236,WR,CHI,1,0,6,60.0,100.0,14,41.2,14,59.5,0,100.0,34,34,60.3,100.0,14,41.2,14,3,2022
Cole Kmet,60995,TE,CHI,1,0,6,63.0,100.0,17,50.0,17,55.1,1,100.0,34,34,45.8,100.0,11,32.4,11,3,2022
Brandon Scherff,9438,G,JAX,1,0,15,51.9,100.0,13,38.2,13,50.6,0,100.0,34,34,45.0,100.0,15,44.1,15,3,2022
Cam Robinson,11789,T,JAX,1,0,15,45.2,100.0,13,38.2,13,55.0,0,100.0,34,34,67.5,100.0,15,44.1,15,3,2022
Evan Brown,38709,G,DET,1,0,11,49.5,100.0,22,66.7,22,52.8,0,100.0,33,33,61.8,100.0,11,33.3,11,3,2022
Penei Sewell,81788,T,DET,1,0,11,69.2,100.0,22,66.7,22,83.2,0,100.0,33,33,83.0,100.0,11,33.3,11,3,2022
